,Text,Label
40,отсутствует связь с цо добрый день в филиале альянса в г новокузнецк отсутствует связь с цо приоритет высокий ,2.0
41,пропал доступ ко всем ресурсам в цо добрый день в филиале ск альянс в г благовещенск пропал доступ ко всем ресурсам в цо заявка во вложении приоритет высокий с уважением филипп короновведущий специалистгруппы сопровождения сетевого оборудования и информационной безопасностиоао ск альянс озерковская наб д москва россиятел  доб факс  моб  ,2.0
42,  коллеги не могу подключиться по к помогите пожалуйста ,2.0
43,проблемы с лайнкартой на  добрый день у нас была с а вы прислали с дело в том что все у нас с то есть версия у нас поэтому пробовали ставить старую с новым ошибка есть новую со старым ошибка естьновую с новым ошибка естьсейчас в стоят две карты в конфигурации новая с новым первый слот старая со старым третий слот ошибка есть в первом и третьем слотах ,2.0
44,проблема с  на транке есть трафик но тишина и у абонентов и у нас при приеме звонка ,2.0
45,авторизация клиентов в через перестала ра   авторизация клиентов в через перестала работать невозможно инсталировать политику на кластер приоритет аварийный ,2.0
46,проблемы с почтой  добрый день возникли проблемы с хождением почты почта становится в очередь и не уходит возможно дело еще в чем то или эта информация не совсем верная просьба посмотреть и разобраться при необходимости связаться с боковым владимиром для уточнений спасибо ,2.0
47,пропал интернет   заявка на оказание сервисных услуггород петропавловск камчатск контактная информацияназвание организации роснооао росно сервисный договор от марта г контактное лицо шубкина елена дир р филиала на камчатке тел моб факс   описание проблемы и оборудованияпропал интернет наш мониторинг показывает доступность циско название устройства модель  обязательно при заявке на ремонт оборудования серийный номер  обязательно при заявке на ремонт оборудования место расположение г петропавловск камчатский ул ленинская оф ,2.0
48,нет связи с головной компанией г москва заявка на оказание сервисных услуггород кострома контактная информацияназвание организации оао ск альянс костромской филиалсервисный договор от марта г контактное лицо павлова елена петровнател моб факс  описание проблемы и оборудованиянет связи с головной компанией г москва название устройства модель  обязательно при заявке на ремонт оборудования серийный номер  обязательно при заявке на ремонт оборудования место расположение г кострома ул ленина дом офис ,2.0
49,отображение статистики в группе с пб филиала коллеги добрый день прошу рассмотреть заявку савченко николай владимирович согаз служба поддержки пользователей гущин александр валентинович отображение статистики в группе с пб филиалав некорректно считаются входящие звонки на номера работников группы в частности оператор о хан по данным отчета не приняла ни одного звонка с уважением николай владимирович савченконачальник управления по организации медицинской помощиоао согаз тел доб ,2.0
50,проблема с  добрый день установил пач в момент рестарта службы выполнялась процедура после старта системы записи не воспроизводятся старые тоже на юзер интерфейсе форма пустая информация о вызовах присутствует прошу помочь моб ,2.0
51,в филиале альянса в г ноябрьск неисправно сетевое об  добрый день в филиале альянса в г ноябрьск неисправно сетевое оборудование подробности во вложении приоритет по согласованию с контактным лицом указанным в заявке ,2.0
52,пропала связь с региональными филиалами в цо альянса на озерковской наб пропала связь с региональными филиалами,2.0
53,изменения в тел станции  коллеги добрый день предыдущая заявка после перевода настроек с номера на перестало выполняться правило когда нет ни одного человека присоединнёного к скилу все звонки по данному скилу перенаправляются на мобильный телефон просьба решить проблему т к это критичный бизнес процесс филисов денисзао русский стандарт страхование моб раб доб ,2.0
54,на одном рабочем месте не записываются разговоры на рабочем месте перестали записываться разговоры сам телефон доступен звонки на него распределяются от телефона до серверов и маршрут идентичен другим телефонам на которых запись разговоров продолжается версия прошивки также аналогичная другим аппаратам телефон никакие системные настройки не менялись но проверены еще на раз в телефон попадает в маску с правилом в телефон добавлен в пользователей и разрешено чем может быть вызвана данная проблема и как ее можно разрешить ,2.0
55,проблема с  не работает рп фастбизи в циске статус ,2.0
56,в филиале альянса в г петрозаводск нет связи с цо описание проблемы и оборудования не работал канал с гк перестал работать и интернет сейчас ничего не работает индикатор питания устройства активен индикатор статус мигает перегрузка устройства изменений в ситуацию не принесла название устройства модель  обязательно при заявке на ремонт оборудования серийный номер  обязательно при заявке на ремонт оборудования место расположение республика карелия г петрозаводск набережная варкауса д корп ,2.0
57,нижний новгород не работает доступ в интернет через  добрый день просьба сообщить почему в филиале нижний новгород сеть не работает доступ в интернет            ,2.0
58,не работает основной сервер  коллеги добрый день не работает основной сервер возвращается ошибка сервер конфигурации не работает с уважением гущин александрглавный специалист управление проектирования корпоративной информационной системы оао согаз тел вн ,2.0
59,сервер работает медленно  сервер операцонного дня банка с утра работает медленно просим помоши ,2.0
60,телефония коллеги произошел какой та сбой с ссмзвонки приходящие на внешний номер уходят на группу звонков далее звонки должны поступать на номера и дрно звонок не доходит на после голосового приветствия просьба разобраться почему так случилось ,2.0
61,  не могу зайти по на сервер скрин ошибки во вложении,2.0
62,теневые копии файлов недоступны теневые копии файлов доступны только при подключении к серверу приложений на который этот файл был скопирован при подключении к другому сп появляется сообщение об ошибке продолжение заявки ,2.0
63, не выдаёт заданное напряжение   не выдаёт заданное напряжение ,2.0
64,атака на контакт центр просьба оперативно выяснить вопрос как мы можем заблокировать входящие звонки с номера с которого сейчас идет массовая атака на наш контак центр,2.0
65,не работает номер  просьба проверить все ли в порядке с атс у нас были ухудшения связи теперь и вовсе нет соединения или идет сброс остальные пока проверить не успел,2.0
66,о канале трс при подключении канала трс ростелекома на азотном комплексе трафик видеоконференции переходит на указанный канал ростелекома со стороны фосфорного комплекса сервер видеоконференции становится не доступным на азотном комплексе получается сервер видеоконференции доступный от обоих каналов от ттк и от ростелекома на фосфорном комплексе только со стороны ттк на сегодняшний день пришлось отключить канал ростелекома ,1.0
67, завис выбивает агентов из контура  добрый день приоритет критическийподсистема сегодня примерно в завис не показывал актуальную статистику реального времени после перезапуска вся статистика за день обнулилась также в течение утра постоянно выбивает агентов из контура с уважением георгий чудаевруководитель единого контакт центраоао согаз тел внутр факс единый контакт центр ,2.0
68,в филиале альянса в г чита пропала связь с цо  добрый день в филиале альянса в г чита пропала связь с цо подробности во вложении приоритет высокий ,2.0
69,проблемы с настройками портов звонили из билайн очень переживают настройками портов наблюдают с ним проблему просят оперативно с ними связаться по номеру михаил,1.0
70,принтер не печатает ни один из сетевых принтеров ни с сервера ни на прямую по адресу,2.0
71,принтер принтер с маком подключен в розетку нсд которая приходит в порт циски принтер в зарезервирован на на данный момент принтер получает просьба помочь как можно скорее спасибо,2.0
72,после выключения питания на узле не по  в другой слот переставляли не помогло  ,2.0
73,   установлено последнее из возможных пов багах ничего про ошибку нетпросьба подсказать решение проблемы с крешами,2.0
74,вышел из строя модуль  вышел из строя модуль на обслуживании фзам просьба выслать замену ,2.0
75,проблема с голосовым трафиком добрый вечер у нас проблема с голосом ходящим через а именно односторонняя слышимость в цо и говорит и слышит а только говорит ,2.0
76,неисправность в на  после серии ошибок в логах появилась запись   пробовали перегружать руками карта возвращается в состояние если необходимо могу прислать ,2.0
77,проблемы с тел линией коллеги добрый день вчера в туле отключалось электричество на продолжительный срок сегодня с утра была замечена проблема с тел станцией если из тулы попытаться позвонить на внешний или внутренний московский номер человек из тулы будет прекрасно слышать москву а человек из москвы не будет слышать человека из тулы в то же время если позвонить из москвы в тулу оба слышат друг друга прекрасно с уважением филисов денисзао русский стандарт страхование моб раб доб ,2.0
78,сбой  сбой прощу вашего содействия сапсибо ,2.0
79,агент в статусе не готов  коллеги добрый день в контуре находится сотрудник людмила козяр при входе в под номером на закладке указан агента однако сотрудник с этим идентификатором не мог залогиниться на данном номере телефона ,2.0
80,проблема с почтой не доходят письма до с адреса от  дата февраля г кому тема ,2.0
81,ск альянс недоступен томск добрый день коллеги посмотрите пож ста томск недоступен дня спасибо с уважениемвалерий гарейшин ,2.0
82,перестало работать подключение по  перестало работать подключение по использованием на раньше работало сейчас подключаешь провод выскакивает окно ввода имени пароля пользователя но на любые формы указания имени пароля снова выскакивает это же окно контактное лицо анатолий говоров,2.0
83,у пользователей архангельска не открывается ссылка  добрый день у пользователей архангельска не открывается ссылка просьба зарегистрировать заявку с уважением филипп короновведущий специалистгруппы сопровождения сетевого оборудования и информационной безопасностиоао ск альянс озерковская наб д москва россиятел  доб факс  моб  ,2.0
84,принтер не получает  в здании кавказ установлен новый принтер под него зарезериврован мак сейчас принтер не получает не пингуется прошу исправить вопрос срочный ,2.0
85,не приходят письма от внешних адресатов  не приходит почта от внешних адресатов этим двум пользователям,2.0
86,из владимирского филиала недоступны следующие адреса  контактное лицо лаптев алекссейтел моб факс   описание проблемы и оборудованияиз владимирского филиала недоступны следующие адреса название устройства модель  обязательно при заявке на ремонт оборудования серийный номер ,2.0
87,не работает сервер не работает сервер,2.0
88,замена контроллера и вентилятора для схд замена контроллера и вентилятора для схд,2.0
89,коллеги очень срочная заявка коллеги очень срочная заявка нужно обязательно сделать сегодня как можно быстрее есть устройство поликом оно обычно находится на этаже корпуса б сейчас возникла необходимость переставить его в аудиторию конгресс холл подключено к циске в порт мак адрес под него зарезервирован нужно настроить порт чтобы он смог подключиться к внутренней сети и получить ,3.0
90,не работают принтеры коллеги доброе утро со вчера перестали работать принтеры в сети при прямом подключении принтера к ноутбуку сетевым кабелем работает нормально ,2.0
91,вышла из строя карта  вышла из строя карта в роутере логи в аттаче физическая переустановка не помогла просьба рассмотреть возможность замены ,2.0
92,проблема с  уважаемые коллеги у нас следующая проблема с при подключении через соединение устанавливается однако пользователи не проходят аутентификацию в ад проблема крайне срочная так как удаленные пользователи не имеют доступ к ресурсам ,2.0
93,проблема с  коллеги при проверке с вашим сотрудником мы проверяли через проблема с оказалось бывает только при подключении через при подключении получает из той же подсетки что и при подключении через других провайдеров однако в этом случае даже пинги не идут ,2.0
94,не работают принтеры коллеги добрый день вчерашняя проблема с принтерами повторилась не печатают сетевые принтеры ,2.0
95,отсутствие исходящей связи в кц отсутствие исходящей связи в кц акб инвестторгбанк приблизительно с описание проблемы при попытке совершить исходящие звонки в трубке сначала тишина потом слышны короткие гудки исходящая связь невозможна как на внутренние так и на внешние номера телефонов ,2.0
96,отсутствие исходящей связи в кц добрый день с до отсутствовала исходящая связь номер заявки не указываю т к нет доступа к ресурсу ,2.0
97,просьба выяснить почему  добрый день приоритет среднийподсистема просьба выяснить почему в данном звонке не открывается не сохраняется запись экрана и по возможности вытащить запись ошибка с уважением георгий чудаевруководитель единого контакт центраоао согаз тел внутр факс единый контакт центр ,1.0
98,неисправность в слоте на  добрый день похоже еще один неисправен на проблема аналогичная но на этот раз с другой картой приложил ,2.0
99,не пользователь не может зайти на   коллеги приветствую не пользователь не может зайти на  ,2.0
100,очень медленный доступ в интернет очень медленный доступ в интернет причем судя по данным мониторинга проблема плавающая ,2.0
101,выход из строя оборудования петропавл  авария на маршрутизаторе возникшая в мск роутер загрузился в образ не загружается лог файл приложен просьба проанализировать аварию и дать рекомендации по её устранению ,2.0
102,недоступен архангельск добрый день коллеги прошу принять заявку сабж спасибо с уважениемвалерий гарейшин руководительгруппы сопровождения сетевого оборудования и инф безопасностидепартамента сопровожденияит инфраструктуры оао ск альянс озерковская наб д москва россия тел  доб факс  моб  ,2.0
103,в филиале альянса в г уфа пропала связь с цо добрый день в филиале альянса в г уфа пропала связь с цо подробности во вложении приоритет высокий нет интернета во всём офисе нет доступа к прокси серверу у красный,2.0
104,сгорел модуль  сгорел модуль требуется замена спасибо ,2.0
105,срочно  коллеги день добрый пока добрый у нас какая то проблема возникла с внутренними шлюзами или чем то еще дело в том что при обращении к публичному сайту мы не видим результата а получаем через минуты ожидания при этом такое может продолжаться минут а потом на минут восстанавливается всё и работает успешно затем снова все начинает отваливаться по тайм ауту длится такая ситуация уже часа может и раньше началось но просто не обратили внимания при этом работа сайта не нарушена за пределами офиса или с мобильных телефонов сайт доступен нормально и никаких проблем не возникает недоступен он только внутри сети школы убедительная просьба разрулить данную проблему побыстрее так как внутренние пользователи нервничают и беспокоятся ,2.0
106,не работает интеграция не работает интеграция с рк сирена на рабочих местах в удаленном филиале контакт центра в лог записывается следующая ошибка   просим помочь с решением данной проблемы контактное лицо антропов михаил ,2.0
107,постоянно слетает группа  у нас новый сотрудник первой линии поддержки бортников сергей ему необходимо создать логин и пароль для возможности работать в вашей системе заявок так же у него постоянно слетает группа просьба исправить и почему такое случалось ,5.0
108,индикатор горит  заявка на оказание сервисных услуггород орел контактная информацияназвание организации оао ск альянс сервисный договор от марта г контактное лицо ковряков артём юрьевич тел моб факс   описание проблемы и оборудованияиндикатор горит красным удалённые сервисы не доступны интернет работаетназвание устройства модель  обязательно при заявке на ремонт оборудования серийный номер  обязательно при заявке на ремонт оборудования место расположение г орел пл мира б кабинет ,2.0
